timestamp,cycle,temp_c
2025-08-01T02:02:12.444813,48,18.3
2025-08-01T02:03:05.963440,49,18.0
2025-08-01T02:03:59.798158,50,17.8
2025-08-01T02:04:53.489771,51,18.0
2025-08-01T02:05:47.201718,52,18.0
2025-08-01T02:06:40.713005,53,18.3
2025-08-01T02:07:34.412781,54,18.0
2025-08-01T02:08:28.067011,55,18.0
2025-08-01T02:09:21.611258,56,18.3
2025-08-01T02:10:15.134156,57,17.8
2025-08-01T02:11:08.891170,58,18.3
2025-08-01T02:12:02.636152,59,18.8
2025-08-01T02:12:56.143054,60,18.3
2025-08-01T02:13:49.698360,61,18.3
2025-08-01T02:14:43.188305,62,18.3
2025-08-01T02:15:36.797763,63,18.0
2025-08-01T02:16:30.479811,64,18.3
2025-08-01T02:17:23.998984,65,18.3
2025-08-01T02:18:17.583387,66,18.3
2025-08-01T02:19:11.213736,67,18.0
2025-08-01T02:20:04.748856,68,18.0
2025-08-01T02:20:58.533697,69,18.3
2025-08-01T02:21:52.106656,70,18.3
2025-08-01T02:22:45.515242,71,18.3
2025-08-01T02:23:39.018019,72,18.0
2025-08-01T02:24:32.688235,73,18.0
2025-08-01T02:25:26.317685,74,17.8
2025-08-01T02:26:19.845249,75,17.8
2025-08-01T02:27:13.519596,76,17.8
2025-08-01T02:28:07.265057,77,18.0
2025-08-01T02:29:00.865577,78,17.5
2025-08-01T02:29:54.515896,79,17.3
2025-08-01T02:30:48.370725,80,17.5
2025-08-01T02:31:42.029393,81,17.5
2025-08-01T02:32:35.888355,82,17.3
2025-08-01T02:33:29.415512,83,17.5
2025-08-01T02:34:23.042115,84,17.3
2025-08-01T02:35:16.539921,85,17.0
2025-08-01T02:36:10.382801,86,17.3
2025-08-01T02:37:04.185426,87,17.0
2025-08-01T02:37:57.725175,88,16.8
2025-08-01T02:38:51.285223,89,16.8
2025-08-01T02:39:44.788250,90,16.8
2025-08-01T02:40:38.405163,91,16.8
2025-08-01T02:41:31.928242,92,16.8
2025-08-01T02:42:25.841276,93,16.0
2025-08-01T02:43:19.844086,94,16.3
2025-08-01T02:44:13.305403,95,16.3
2025-08-01T02:45:06.747228,96,15.8
2025-08-01T02:46:00.536560,97,16.0
2025-08-01T02:46:54.043197,98,16.0
2025-08-01T02:47:47.791916,99,16.0
2025-08-01T02:48:41.552842,100,16.0
2025-08-01T02:49:35.289895,101,15.5
2025-08-01T02:50:28.870472,102,15.5
2025-08-01T02:51:22.684808,103,15.8
2025-08-01T02:52:16.150723,104,15.5
2025-08-01T02:53:09.747688,105,15.3
2025-08-01T02:54:03.303391,106,15.5
2025-08-01T02:54:57.015943,107,15.0
2025-08-01T02:55:50.629113,108,15.8
2025-08-01T02:56:44.214157,109,15.5
2025-08-01T02:57:37.950236,110,15.5
2025-08-01T02:58:31.657839,111,15.5
2025-08-01T02:59:25.213421,112,15.5
2025-08-01T03:00:18.814810,113,15.5
2025-08-01T03:01:12.334416,114,15.5
2025-08-01T03:02:05.902540,115,15.8
2025-08-01T03:02:59.491214,116,15.0
2025-08-01T03:03:52.936636,117,15.5
2025-08-01T03:04:46.530136,118,15.0
2025-08-01T03:05:40.364938,119,15.3
2025-08-01T03:06:34.195625,120,15.3
2025-08-01T03:07:27.791891,121,14.8
2025-08-01T03:08:21.380877,122,15.3
2025-08-01T03:09:14.797535,123,15.3
2025-08-01T03:10:08.427830,124,14.5
2025-08-01T03:11:02.086665,125,15.0
2025-08-01T03:11:55.671433,126,15.0
2025-08-01T03:12:49.284982,127,15.0
2025-08-01T03:13:42.844502,128,15.0
2025-08-01T03:14:36.425627,129,15.0
2025-08-01T03:15:30.063033,130,14.8
2025-08-01T03:16:23.824681,131,14.5
2025-08-01T03:17:17.634005,132,15.0
2025-08-01T03:18:11.084477,133,14.0
2025-08-01T03:19:05.012759,134,15.0
2025-08-01T03:19:58.585710,135,14.0
2025-08-01T03:20:52.227761,136,14.5
2025-08-01T03:21:45.973159,137,15.0
2025-08-01T03:22:39.820810,138,14.8
2025-08-01T03:23:33.594914,139,14.8
2025-08-01T03:24:27.614560,140,14.5
2025-08-01T03:25:21.291065,141,14.5
2025-08-01T03:26:14.728402,142,15.0
2025-08-01T03:27:08.252534,143,15.0
2025-08-01T03:28:01.785137,144,14.5
2025-08-01T03:28:55.345153,145,14.8
2025-08-01T03:29:48.799611,146,14.5
2025-08-01T03:30:42.241769,147,14.5
2025-08-01T03:31:35.888671,148,14.5
2025-08-01T03:32:29.285349,149,14.3
2025-08-01T03:33:23.451499,150,14.3
2025-08-01T03:34:17.074261,151,13.5
2025-08-01T03:35:10.614074,152,14.5
2025-08-01T03:36:04.306146,153,14.0
2025-08-01T03:36:58.120650,154,14.0
2025-08-01T03:37:51.631955,155,14.0
2025-08-01T03:38:45.388633,156,13.5
2025-08-01T03:39:38.977471,157,13.8
2025-08-01T03:40:32.693895,158,14.3
2025-08-01T03:41:26.385475,159,14.5
2025-08-01T03:42:19.847217,160,14.8
2025-08-01T03:43:13.437078,161,14.5
2025-08-01T03:44:06.939693,162,14.3
2025-08-01T03:45:00.603080,163,14.3
2025-08-01T03:45:54.384655,164,13.8
2025-08-01T03:46:48.214687,165,14.3
2025-08-01T03:47:41.632534,166,14.0
2025-08-01T03:48:35.287514,167,14.5
2025-08-01T03:49:28.888751,168,14.3
2025-08-01T03:50:22.399050,169,14.3
2025-08-01T03:51:16.074810,170,14.3
2025-08-01T03:52:10.019653,171,13.8
2025-08-01T03:53:03.654390,172,13.5
2025-08-01T03:53:57.431617,173,14.3
2025-08-01T03:54:51.291425,174,14.0
2025-08-01T03:55:44.655204,175,14.3
2025-08-01T03:56:38.509561,176,14.0
2025-08-01T03:57:32.110909,177,14.0
2025-08-01T03:58:25.827415,178,14.3
2025-08-01T03:59:19.391794,179,14.0
2025-08-01T04:00:12.894327,180,13.8
2025-08-01T04:01:06.832341,181,13.8
2025-08-01T04:02:00.224641,182,13.8
2025-08-01T04:02:53.727044,183,13.8
2025-08-01T04:03:47.660526,184,13.5
2025-08-01T04:04:41.351464,185,13.8
2025-08-01T04:05:34.932818,186,13.8
2025-08-01T04:06:28.448255,187,14.0
2025-08-01T04:07:21.995878,188,13.8
2025-08-01T04:08:15.769871,189,14.3
2025-08-01T04:09:09.444048,190,13.8
2025-08-01T04:10:03.210066,191,14.0
2025-08-01T04:10:56.926116,192,14.0
2025-08-01T04:11:50.662528,193,14.0
2025-08-01T04:12:44.333023,194,13.8
2025-08-01T04:13:37.856202,195,13.8
2025-08-01T04:14:31.572096,196,13.5
2025-08-01T04:15:25.132496,197,13.8
2025-08-01T04:16:18.435264,198,13.8
2025-08-01T04:17:11.880595,199,14.0
2025-08-01T04:18:05.662095,200,13.5
2025-08-01T04:18:59.440405,201,14.0
2025-08-01T04:19:52.881573,202,13.5
2025-08-01T04:20:46.638896,203,13.5
2025-08-01T04:21:40.059697,204,14.0
2025-08-01T04:22:33.542221,205,13.8
2025-08-01T04:23:27.065639,206,13.8
2025-08-01T04:24:21.027214,207,13.8
2025-08-01T04:25:14.666268,208,13.3
2025-08-01T04:26:08.328343,209,14.0
2025-08-01T04:27:01.781905,210,14.0
2025-08-01T04:27:55.510869,211,13.8
2025-08-01T04:28:48.952756,212,13.8
2025-08-01T04:29:42.537594,213,14.0
2025-08-01T04:30:36.204867,214,13.5
2025-08-01T04:31:29.741851,215,13.5
2025-08-01T04:32:23.503033,216,13.8
2025-08-01T04:33:16.887844,217,13.8
2025-08-01T04:34:10.334356,218,13.5
2025-08-01T04:35:04.095563,219,13.8
2025-08-01T04:35:57.976555,220,13.5
2025-08-01T04:36:51.422326,221,13.5
2025-08-01T04:37:44.892815,222,13.5
2025-08-01T04:38:38.392161,223,13.3
2025-08-01T04:39:32.051466,224,13.3
2025-08-01T04:40:25.915226,225,13.5
2025-08-01T04:41:19.417868,226,13.5
2025-08-01T04:42:13.089292,227,13.3
2025-08-01T04:43:06.592870,228,13.5
2025-08-01T04:44:00.235492,229,13.3
2025-08-01T04:44:53.836726,230,13.0
2025-08-01T04:45:47.774076,231,13.3
2025-08-01T04:46:41.576909,232,13.0
2025-08-01T04:47:35.157332,233,13.5
2025-08-01T04:48:28.722606,234,13.5
2025-08-01T04:49:22.303501,235,13.3
2025-08-01T04:50:16.060850,236,13.3
2025-08-01T04:51:09.523173,237,13.3
2025-08-01T04:52:03.267783,238,13.3
2025-08-01T04:52:56.816004,239,13.0
2025-08-01T04:53:50.295202,240,13.3
2025-08-01T04:54:43.936988,241,13.3
2025-08-01T04:55:37.358614,242,13.5
2025-08-01T04:56:31.328141,243,13.0
2025-08-01T04:57:25.261155,244,13.5
2025-08-01T04:58:19.264673,245,13.5
2025-08-01T04:59:12.657390,246,13.3
2025-08-01T05:00:06.332459,247,12.8
2025-08-01T05:00:59.753839,248,13.5
2025-08-01T05:01:53.216001,249,13.3
2025-08-01T05:02:46.784161,250,13.0
2025-08-01T05:03:40.467305,251,13.3
2025-08-01T05:04:34.183866,252,12.8
2025-08-01T05:05:27.903279,253,13.0
2025-08-01T05:06:21.377473,254,13.3
2025-08-01T05:07:14.859675,255,13.0
2025-08-01T05:08:08.415417,256,13.0
2025-08-01T05:09:02.365113,257,12.8
2025-08-01T05:09:55.777263,258,13.3
2025-08-01T05:10:49.280794,259,12.5
2025-08-01T05:11:42.754931,260,12.5
2025-08-01T05:12:36.470265,261,13.0
2025-08-01T05:13:30.149550,262,13.5
2025-08-01T05:14:23.960150,263,13.3
2025-08-01T05:15:17.434365,264,13.3
2025-08-01T05:16:10.973557,265,13.0
2025-08-01T05:17:04.763231,266,13.3
2025-08-01T05:17:58.488061,267,12.8
2025-08-01T05:18:52.314719,268,13.5
2025-08-01T05:19:45.940225,269,13.0
2025-08-01T05:20:39.546171,270,13.3
2025-08-01T05:21:33.065717,271,12.8
2025-08-01T05:22:26.523354,272,13.5
2025-08-01T05:23:20.091334,273,13.0
2025-08-01T05:24:13.844173,274,13.3
2025-08-01T05:25:07.495171,275,13.3
2025-08-01T05:26:00.981579,276,13.3
2025-08-01T05:26:54.747593,277,13.5
2025-08-01T05:27:48.459237,278,12.8
2025-08-01T05:28:41.982843,279,13.3
2025-08-01T05:29:35.608521,280,13.3
2025-08-01T05:30:29.336630,281,13.3
2025-08-01T05:31:22.766074,282,13.0
2025-08-01T05:32:16.163226,283,13.3
2025-08-01T05:33:09.649305,284,13.0
2025-08-01T05:34:03.373333,285,13.0
2025-08-01T05:34:56.963105,286,13.3
2025-08-01T05:35:50.551983,287,13.3
2025-08-01T05:36:44.152997,288,13.0
2025-08-01T05:37:37.779130,289,13.3
2025-08-01T05:38:31.449835,290,13.3
2025-08-01T05:39:25.078984,291,13.0
2025-08-01T05:40:18.802630,292,13.0
2025-08-01T05:41:12.407412,293,12.8
2025-08-01T05:42:06.139822,294,12.3
2025-08-01T05:42:59.621700,295,12.5
2025-08-01T05:43:53.239533,296,13.0
2025-08-01T05:44:47.077640,297,13.3
2025-08-01T05:45:40.838377,298,13.3
2025-08-01T05:46:34.369987,299,12.8
2025-08-01T05:47:27.787588,300,12.5
2025-08-01T05:48:21.310095,301,12.8
2025-08-01T05:49:14.789376,302,12.8
2025-08-01T05:50:08.496901,303,13.0
2025-08-01T05:51:01.958952,304,12.5
2025-08-01T05:51:55.383860,305,13.0
2025-08-01T05:52:48.771354,306,12.5
2025-08-01T05:53:42.446338,307,12.8
2025-08-01T05:54:36.256502,308,12.5
2025-08-01T05:55:29.808999,309,12.8
2025-08-01T05:56:23.323996,310,12.8
2025-08-01T05:57:17.023979,311,12.5
2025-08-01T05:58:10.538813,312,13.0
2025-08-01T05:59:04.324968,313,12.8
2025-08-01T05:59:57.995114,314,12.8
2025-08-01T06:00:51.667009,315,12.5
2025-08-01T06:01:45.128745,316,12.8
2025-08-01T06:02:38.786701,317,12.3
2025-08-01T06:03:32.539985,318,12.5
2025-08-01T06:04:26.304471,319,12.5
2025-08-01T06:05:19.967914,320,12.8
2025-08-01T06:06:13.700349,321,12.5
2025-08-01T06:07:07.243934,322,12.5
2025-08-01T06:08:00.780097,323,12.5
2025-08-01T06:08:54.364265,324,12.3
2025-08-01T06:09:48.023563,325,12.0
2025-08-01T06:10:41.579691,326,12.5
2025-08-01T06:11:35.520781,327,12.0
2025-08-01T06:12:29.286592,328,12.0
2025-08-01T06:13:22.871219,329,12.5
2025-08-01T06:14:16.590993,330,12.3
2025-08-01T06:15:10.135205,331,12.0
2025-08-01T06:16:03.445451,332,12.0
2025-08-01T06:16:57.083035,333,12.5
2025-08-01T06:17:50.647299,334,12.5
2025-08-01T06:18:44.191081,335,12.0
2025-08-01T06:19:37.628437,336,12.3
2025-08-01T06:20:31.193406,337,12.3
2025-08-01T06:21:24.970908,338,12.5
2025-08-01T06:22:18.682568,339,12.0
2025-08-01T06:23:12.074364,340,12.3
2025-08-01T06:24:05.688532,341,12.3
2025-08-01T06:24:59.097308,342,12.3
2025-08-01T06:25:52.644939,343,12.3
2025-08-01T06:26:46.217988,344,12.5
2025-08-01T06:27:39.749878,345,11.5
2025-08-01T06:28:33.379764,346,12.3
2025-08-01T06:29:27.009707,347,12.3
2025-08-01T06:30:20.639712,348,11.8
2025-08-01T06:31:14.441373,349,12.3
2025-08-01T06:32:07.931951,350,11.5
2025-08-01T06:33:01.385642,351,12.5
2025-08-01T06:33:55.024267,352,12.0
2025-08-01T06:34:48.563759,353,12.3
2025-08-01T06:35:42.173767,354,12.0
2025-08-01T06:36:35.753688,355,12.0
2025-08-01T06:37:29.437484,356,12.3
2025-08-01T06:38:22.915910,357,11.8
2025-08-01T06:39:16.349651,358,12.3
2025-08-01T06:40:09.778870,359,12.3
2025-08-01T06:41:03.478187,360,11.8
2025-08-01T06:41:57.116198,361,11.8
2025-08-01T06:42:50.614686,362,12.0
2025-08-01T06:43:44.265587,363,12.3
2025-08-01T06:44:38.108757,364,12.0
2025-08-01T06:45:31.734234,365,12.3
2025-08-01T06:46:25.650640,366,12.5
2025-08-01T06:47:19.485523,367,12.5
2025-08-01T06:48:13.230351,368,12.3
2025-08-01T06:49:06.770635,369,12.3
2025-08-01T06:50:00.182569,370,12.0
2025-08-01T06:50:53.768336,371,12.3
2025-08-01T06:51:47.696682,372,12.3
2025-08-01T06:52:41.372333,373,11.8
2025-08-01T06:53:34.862554,374,12.3
2025-08-01T06:54:28.366037,375,12.0
2025-08-01T06:55:21.885142,376,12.3
2025-08-01T06:56:15.441447,377,11.8
2025-08-01T06:57:08.968616,378,12.0
2025-08-01T06:58:02.663765,379,12.0
2025-08-01T06:58:56.310624,380,11.8
2025-08-01T06:59:49.871259,381,12.0
2025-08-01T07:00:43.447825,382,11.5
2025-08-01T07:01:37.134497,383,11.5
2025-08-01T07:02:31.100547,384,11.3
2025-08-01T07:03:24.730827,385,11.5
2025-08-01T07:04:18.074086,386,12.0
2025-08-01T07:05:11.654516,387,12.3
2025-08-01T07:06:05.288768,388,11.5
2025-08-01T07:06:59.000838,389,11.5
2025-08-01T07:07:52.770126,390,11.8
2025-08-01T07:08:46.347092,391,11.3
2025-08-01T07:09:40.066530,392,11.8
2025-08-01T07:10:33.513183,393,11.5
2025-08-01T07:11:27.154769,394,11.5
2025-08-01T07:12:20.649190,395,11.5
2025-08-01T07:13:14.365136,396,11.5
2025-08-01T07:14:07.955008,397,11.5
2025-08-01T07:15:01.736093,398,11.5
2025-08-01T07:15:55.550511,399,11.5
2025-08-01T07:16:49.167722,400,11.5
2025-08-01T07:17:42.720582,401,11.3
2025-08-01T07:18:36.571502,402,11.5
2025-08-01T07:19:30.189390,403,11.5
2025-08-01T07:20:23.847294,404,11.8
2025-08-01T07:21:17.293154,405,11.8
2025-08-01T07:22:10.853172,406,11.5
2025-08-01T07:23:04.270166,407,11.5
2025-08-01T07:23:57.875515,408,11.8
2025-08-01T07:24:51.456243,409,11.0
2025-08-01T07:25:45.188861,410,11.5
2025-08-01T07:26:38.695225,411,11.3
2025-08-01T07:27:32.209901,412,11.3
2025-08-01T07:28:25.725851,413,10.5
2025-08-01T07:29:19.355898,414,11.5
2025-08-01T07:30:12.800956,415,11.3
2025-08-01T07:31:06.381366,416,11.0
2025-08-01T07:31:59.970863,417,11.3
2025-08-01T07:32:53.788861,418,11.5
2025-08-01T07:33:47.438962,419,11.0
2025-08-01T07:34:40.900992,420,10.5
2025-08-01T07:35:34.444879,421,11.5
2025-08-01T07:36:27.948310,422,11.3
2025-08-01T07:37:21.737918,423,11.3
2025-08-01T07:38:15.413157,424,11.0
2025-08-01T07:39:08.837638,425,11.5
2025-08-01T07:40:02.537904,426,11.5
2025-08-01T07:40:56.236674,427,11.5
2025-08-01T07:41:49.777130,428,11.3
2025-08-01T07:42:43.087174,429,11.3
2025-08-01T07:43:36.704621,430,11.5
2025-08-01T07:44:30.466235,431,11.3
2025-08-01T07:45:23.977411,432,11.5
2025-08-01T07:46:17.594552,433,11.0
2025-08-01T07:47:11.061203,434,11.5
2025-08-01T07:48:04.522614,435,11.5
2025-08-01T07:48:58.013488,436,11.3
2025-08-01T07:49:52.126631,437,11.5
2025-08-01T07:50:45.715791,438,11.8
2025-08-01T07:51:39.194739,439,11.5
2025-08-01T07:52:32.901614,440,11.5
2025-08-01T07:53:26.388755,441,11.3
2025-08-01T07:54:20.292830,442,11.5
2025-08-01T07:55:13.897892,443,11.5
2025-08-01T07:56:07.684009,444,11.5
2025-08-01T07:57:01.376085,445,11.3
2025-08-01T07:57:54.772539,446,11.5
2025-08-01T07:58:48.319985,447,11.5
2025-08-01T07:59:41.729488,448,11.8
2025-08-01T08:00:35.248120,449,11.0
2025-08-01T08:01:28.710699,450,11.5
2025-08-01T08:02:22.368987,451,11.5
2025-08-01T08:03:15.807228,452,11.3
2025-08-01T08:04:09.432473,453,11.3
2025-08-01T08:05:03.054268,454,10.8
2025-08-01T08:05:56.566041,455,11.3
2025-08-01T08:06:50.372146,456,11.5
2025-08-01T08:07:43.804854,457,11.5
2025-08-01T08:08:37.353537,458,11.5
2025-08-01T08:09:31.200566,459,10.8
2025-08-01T08:10:24.989862,460,11.0
2025-08-01T08:11:18.689205,461,11.5
2025-08-01T08:12:12.500081,462,11.3
2025-08-01T08:13:06.068715,463,11.5
2025-08-01T08:13:59.702102,464,11.3
2025-08-01T08:14:53.099130,465,11.5
2025-08-01T08:15:46.646596,466,11.0
2025-08-01T08:16:40.170969,467,11.3
2025-08-01T08:17:33.624701,468,11.3
2025-08-01T08:18:27.238140,469,11.0
2025-08-01T08:19:21.010812,470,10.8
2025-08-01T08:20:14.395220,471,11.5
2025-08-01T08:21:07.997090,472,11.0
2025-08-01T08:22:01.515936,473,11.8
2025-08-01T08:22:55.093159,474,11.5
2025-08-01T08:23:48.738647,475,11.5
2025-08-01T08:24:42.344007,476,11.5
2025-08-01T08:25:36.031969,477,11.3
2025-08-01T08:26:29.789115,478,11.5
2025-08-01T08:27:23.131677,479,11.5
2025-08-01T08:28:16.521016,480,10.8
2025-08-01T08:29:09.978240,481,10.5
2025-08-01T08:30:03.776111,482,11.5
2025-08-01T08:30:57.402189,483,11.0
2025-08-01T08:31:50.949708,484,11.5
2025-08-01T08:32:44.583733,485,11.3
2025-08-01T08:33:38.000833,486,11.0
2025-08-01T08:34:31.597929,487,11.5
2025-08-01T08:35:25.346401,488,11.3
2025-08-01T08:36:18.799855,489,11.5
2025-08-01T08:37:12.761465,490,11.0
2025-08-01T08:38:06.158366,491,11.5
2025-08-01T08:38:59.874538,492,11.8
2025-08-01T08:39:53.414099,493,11.3
2025-08-01T08:40:47.187238,494,11.5
2025-08-01T08:41:40.968962,495,11.3
2025-08-01T08:42:34.828148,496,11.3
2025-08-01T08:43:28.507239,497,11.3
2025-08-01T08:44:22.083505,498,11.3
2025-08-01T08:45:15.407056,499,11.0
2025-08-01T08:46:09.167497,500,11.5
2025-08-01T08:47:02.612856,501,11.3
2025-08-01T08:47:55.895578,502,11.3
2025-08-01T08:48:49.316559,503,11.8
2025-08-01T08:49:42.945616,504,11.3
2025-08-01T08:50:36.772947,505,11.8
2025-08-01T08:51:30.361359,506,11.5
2025-08-01T08:52:23.909989,507,11.3
2025-08-01T08:53:17.768612,508,11.3
2025-08-01T08:54:11.394815,509,11.8
2025-08-01T08:55:05.102832,510,11.3
2025-08-01T08:55:58.748464,511,11.0
2025-08-01T08:56:52.494021,512,11.0
2025-08-01T08:57:46.291470,513,11.0
2025-08-01T08:58:39.868307,514,11.5
2025-08-01T08:59:33.502251,515,10.8
2025-08-01T09:00:27.005426,516,10.8
2025-08-01T09:01:20.332236,517,10.8
2025-08-01T09:02:14.072728,518,11.3
2025-08-01T09:03:07.621054,519,11.3
2025-08-01T09:04:01.132103,520,11.5
2025-08-01T09:04:54.683856,521,11.0
2025-08-01T09:05:48.224035,522,11.0
2025-08-01T09:06:41.817088,523,11.0
2025-08-01T09:07:35.332256,524,11.0
2025-08-01T09:08:29.257647,525,11.3
2025-08-01T09:09:22.846205,526,11.0
2025-08-01T09:10:16.361882,527,11.5
2025-08-01T09:11:09.725742,528,11.3
2025-08-01T09:12:03.196189,529,11.3
2025-08-01T09:12:56.800940,530,11.0
2025-08-01T09:13:50.377779,531,11.0
2025-08-01T09:14:44.020655,532,11.3
2025-08-01T09:15:37.695329,533,11.3
2025-08-01T09:16:31.476561,534,11.3
2025-08-01T09:17:24.897456,535,11.3
2025-08-01T09:18:18.478969,536,11.5
2025-08-01T09:19:11.953491,537,10.8
2025-08-01T09:20:05.640669,538,11.3
2025-08-01T09:20:59.315526,539,11.3
2025-08-01T09:21:53.175163,540,11.3
2025-08-01T09:22:46.845846,541,11.3
2025-08-01T09:23:40.536849,542,11.3
2025-08-01T09:24:34.424989,543,11.5
2025-08-01T09:25:28.055079,544,11.5
2025-08-01T09:26:21.664927,545,11.5
2025-08-01T09:27:15.167787,546,11.3
2025-08-01T09:28:08.826334,547,11.5
2025-08-01T09:29:02.369862,548,11.3
2025-08-01T09:29:55.750119,549,11.3
2025-08-01T09:30:49.397012,550,11.5
2025-08-01T09:31:42.924219,551,11.0
2025-08-01T09:32:36.611602,552,11.5
2025-08-01T09:33:30.175618,553,11.8
2025-08-01T09:34:23.694980,554,11.3
2025-08-01T09:35:17.067639,555,11.3
2025-08-01T09:36:10.668457,556,11.3
2025-08-01T09:37:04.273988,557,11.5
2025-08-01T09:37:57.973372,558,11.5
2025-08-01T09:38:51.627162,559,11.5
2025-08-01T09:39:45.150742,560,11.3
2025-08-01T09:40:38.587927,561,11.5
2025-08-01T09:41:32.140023,562,11.5
2025-08-01T09:42:25.941754,563,11.5
2025-08-01T09:43:19.501585,564,11.3
2025-08-01T09:44:13.081950,565,11.0
2025-08-01T09:45:06.806758,566,11.0
2025-08-01T09:46:00.354149,567,11.5
2025-08-01T09:46:53.877989,568,11.5
2025-08-01T09:47:47.748765,569,11.3
2025-08-01T09:48:41.464816,570,11.3
2025-08-01T09:49:34.959370,571,11.3
2025-08-01T09:50:28.474438,572,11.0
2025-08-01T09:51:22.235720,573,11.5
2025-08-01T09:52:15.578882,574,11.5
2025-08-01T09:53:09.245809,575,11.3
2025-08-01T09:54:02.633615,576,11.5
2025-08-01T09:54:56.321696,577,11.3
2025-08-01T09:55:50.045136,578,11.5
2025-08-01T09:56:43.838970,579,11.0
2025-08-01T09:57:37.153771,580,11.5
2025-08-01T09:58:30.906360,581,11.0
2025-08-01T09:59:24.397110,582,10.8
2025-08-01T10:00:18.060472,583,11.3
2025-08-01T10:01:11.488396,584,11.3
2025-08-01T10:02:05.131451,585,11.5
2025-08-01T10:02:58.883706,586,11.5
2025-08-01T10:03:52.222886,587,10.8
2025-08-01T10:04:45.684888,588,11.5
2025-08-01T10:05:39.257457,589,11.3
2025-08-01T10:06:32.919980,590,11.5
2025-08-01T10:07:26.619418,591,11.0
2025-08-01T10:08:20.241525,592,11.8
2025-08-01T10:09:13.797428,593,11.3
2025-08-01T10:10:07.391187,594,11.5
2025-08-01T10:11:01.226086,595,11.5
2025-08-01T10:11:54.691545,596,11.5
2025-08-01T10:12:48.359125,597,11.5
2025-08-01T10:13:42.054573,598,11.3
2025-08-01T10:14:35.545010,599,11.8
2025-08-01T10:15:28.995171,600,11.0
2025-08-01T10:16:22.567421,601,11.8
2025-08-01T10:17:16.451265,602,11.5
2025-08-01T10:18:09.975368,603,11.5
2025-08-01T10:19:03.580568,604,11.8
2025-08-01T10:19:57.018789,605,11.3
2025-08-01T10:20:50.746433,606,11.5
2025-08-01T10:21:44.238005,607,11.5
2025-08-01T10:22:37.904380,608,11.5
2025-08-01T10:23:31.661040,609,11.5
2025-08-01T10:24:25.176724,610,11.8
2025-08-01T10:25:18.585351,611,11.5
2025-08-01T10:26:12.047394,612,11.5
2025-08-01T10:27:05.881812,613,11.5
2025-08-01T10:27:59.548578,614,11.8
2025-08-01T10:28:53.174720,615,11.5
2025-08-01T10:29:46.800552,616,11.5
2025-08-01T10:30:40.279491,617,11.5
2025-08-01T10:31:33.790198,618,11.8
2025-08-01T10:32:27.191309,619,11.5
2025-08-01T10:33:20.767309,620,12.0
2025-08-01T10:34:14.454785,621,11.3
2025-08-01T10:35:08.023735,622,11.8
2025-08-01T10:36:01.608241,623,11.5
2025-08-01T10:36:55.434779,624,11.8
2025-08-01T10:37:49.126619,625,11.8
2025-08-01T10:38:42.703328,626,12.0
2025-08-01T10:39:36.251515,627,11.3
2025-08-01T10:40:29.901407,628,11.8
2025-08-01T10:41:23.514536,629,12.0
2025-08-01T10:42:17.042704,630,12.3
2025-08-01T10:43:10.901438,631,12.0
2025-08-01T10:44:04.765650,632,11.8
2025-08-01T10:44:58.223751,633,12.3
2025-08-01T10:45:52.009650,634,12.3
2025-08-01T10:46:45.733110,635,12.0
